,message
474913,Mark can we put togethr a term sheet for the below deal I think it would be along the lines of a licensing agreement to use a version of EnronOnline that allowed Natsource to transact with Enron on the behalf of various counterparts The transaction attempt would identify who they were attempting to transact on behalf of The deal would be a one year deal  200K payable upon delivery of the application Lets discuss andy 1003 AM Jack D Cogen on 09142000 104834 AM Andy I have no problem with any of your three points I would prefer a two year deal 200 per annum Whats the next step Jack Jack I should have set the time for 30 days If it is 15 we will automatically renew for another 15 days and therafter if apporpriate Here are my thoughts 1 I think we will need to go to phase II immediately From a legal and control standpoint doing the trades as Natsource with a give up to client at end of day gives us a lot of heartburn We dont really know who we are dealing with and even with the margin it could put us in violation of certain board authorized policies The good news is that my head IT guys thinks giving you a client application with a pick list is not a lot of work and could be turned around in fairly short order 2 We will make Natsource the first broker customer to have this app as long as you guys are willing to work with us 3 We are more interested ina one year deal at 200K Lets start negotiating and see if we cant paper something prety soon I would think the technology could be turned around within 60days of signing Let me know Andy 
398539,Xlarge and getting larger by the minute
29589,The PRELIMINARY Violation Memos for 112001 have been published and are available for viewing on the ERV httpervcorpenroncom 
292630,0827 AM Bryan Hull 06282000 0535 PM BaumbachHOUECTECT Michael WaltersHOUECTECT Eric BassHOUECTECT Matthew LenhartHOUECTECT Daren J FarmerHOUECTECT Jody CrookCorpEnronENRON Timothy BlanchardHOUEESEES Chad LandryHOUECTECT 06282000 0534 PM 0534 PM Alex Saldana 06282000 0233 PM marissa merino  Marivel Mercado  ENRON Martha Real  Maria Segura  juan lopez  ENRON Adriana Saldana  alicia  Leal Dinorah      Sandra Martinez    Andrea R GuillenHOUECT    PM    grandma 
357230, My view is that we cannot return this without court approval I assume that the funds paid into Company 1647 HPLR into Enron Corps centralized cash accounts Given the cumulative size of these payments I dont think we should go forward without court apporval Also a financial examiner has just been appointed at ENA to review the cash management and cash flow between ENA and Corp I wouldnt want to allow this payment to go out right before the examiner gets started In addition are we certain that Exxon doesnt owe ENA or Corp any amounts due and owing If it does I think that further complicates the analysis Brian if you disagree let me know but as it stands we would need court approval to return these funds Thanks Gray Barbara N on 02202002 041453 PM Melanie same request as prior emailMany thanks Barbara         Barbara   In reply I send the following document which provides a summary of the Exxon misdirected funds      Please contact me if you have further questions or require documentation   Troy         Troy if you need an opinion I will need to forward all the facts related to the 2 transactions in questionplease provide them separately via email and I will arrange for a Weil lawyer to opine on each situation Regards bng         Barbara   Can you refer me to someone with Weil Gotshall This is a followto my voice mail   Thanks         Thanks Troy Dave Gorte wants an opinion from Weil Gotshall specifically        Doug   I called and left a message with Barbara Gray ENA Legal I asked her who I can contact in order to get an opinion regarding the El Paso and Exxon refunds to AEP   I have not heard back from her yet but I will get you an opinion as soon as possible   Troy This eand may contain confidential and privileged material for the sole use of the intended recipient s Any review use distribution or disclosure by others is strictly prohibited If you are not the intended recipient or authorized to receive for the recipient please contact the sender or reply to Enron Corp at  and delete all copies of the message This eintended to be an offer or an acceptance and do not create or evidence a binding and enforceable contract between Enron Corp or any of its affiliates and the intended recipient or any other party and may not be relied on by anyone as the basis of a contract by estoppel or otherwise Thank you See attached file Exxon Refund Summarydoc The information contained in this email message is intended only for use of the individual or entity named above If the reader of this message is not the intended recipient or the employee or agent responsible to deliver it to the intended recipient you are hereby notified that any dissemination distribution or copying of this communication is strictly prohibited If you have received this communication in error please immediately notify us by email  and destroy the original message Thank you  Exxon Refund Summarydoc 
409707,Im kind of between places right now so its probably best to just send things to my parents house 10802 Jaycreek Houston TX 77070 and I would suggest trying to reach me via my cell phone 713 i guess ill see you at the next tasters Susan and Bate Please send me your current addresses I am sending out an invite for a shower for Caycie on Feb 2nd Thanks Lisa Also send me your home numbers so that I can update my organizer 
135465,Please see attached  Interstate Pipeline1doc
205548,This request has been pending your approval for 2 days Please click  to review and act upon this request Request ID  000000000007494 Request Create Date  111500 125759 PM Requested For   Resource Name  Unlisted ApplicationSoftware Resource Type  Applications 
480682,
48241,FYI re Crane AM  on 09082000 095051 AM Attached is my preliminary report based on the information in the data room There was not near enough information in the data room and for the second time there was no one from the Seller present at the data room who we could ask questions of There are a couple of areas of concern There is still a lot of data to be furnished Much of the documents in the data room was not allowed to be copied I have instructed Paul Blundy the attorney contact for our Canadian counsel to have documents sent to Rick Rick as you receive data that involves benefits please send it to Dee I provided a copy of our Q format to Roland our Canadian labor counsel to format and revise as need to fit the Canadian companies being acquired He seemed to be knowledgeable in labor relations but will need actuarial help as will we in reviewing the benefit accruals for defined benefit plans For the next two weeks I will have my beeper and will check my phone messages as I find telephones in the wilderness I also provided a hard copy of the attachment to the Enron deal guys before I left Toronto Pat 
421395,Marie and Sara CSFB Sheila SG FYI Sara and Marie CSFB Europe requires information to open an account We have an account with CSFB Corporation Please do not hesitate to call if questions I will get Robert Daborns telephone number Thanks Sheila SG I called CSFB Robert Daborn CSFB Compliance yesterday because they issued yet another confirm in the name of ECT Investments PLC and not ECT Inv Inc We thought this matter had been resolved on their side but apparently not Below I have attached an email that I received from Robert The email contains a word document that requires an authorized Enron persons signature Please let me know if I can do anything from this side to resolve this matter Many thanks Kimberly Kimberly Further to our conversation of earlier today it would appear that trades have been incorrectly allocated to an existing Enron account This existing account has been opened with CSFB for several years and it may well be the case that it is the correct entity for certain transactions between our two corporations However I note that for transactions executed by yourself the correct booking entity should be ETC Investments Inc ETC Whilst ETC is an existing client of CSFB Corporation client of CSFB Equities  CSFB Europe Ltd In order that your account can be set up and trades booked correctly I would appreciate it if you could provide CSFB with following information 1 Confirmation that ETC is a wholly  majority owned subsidiary of Enron Corp This can be evidenced by providing CSFB with a copy of Enrons Annual Report  Audited Financial Statement and Accounts or confirmed in writing by Enron on Enron letterhead 2 Confirmation of the registered address of ETC 3 Completed and signed authorisation document attached below The information requested above is required to meet our UK Regulatory  Legal obligations and is not to my knowledge retained by our New York office Please accept my apologies for any delay youve experienced in resolving this issue but by providing the information requested we should be in a position to make the requisite changes Kind Regards Rob Daborn Legal  Compliance CREDIT  FIRST SUISSE  BOSTON Tel 440 207 883 8359 Fax 440 207 888 4883 E Mail  Robert As discussed per our telephone conversation earlier today  Please would you amend your records so that confirms issued to us are in the name of ECT Investments Inc and not Enron Investments PLC Please confirm Thanks and regards Kimberly Hopley Financial Trading Tel  44020 7783 2644 Fax  44020 7783 1913 Email   This emay contain confidential and privileged material for the sole use of the intended recipient s Any review use distribution or disclosure by others is strictly prohibited If you are not the intended recipient or authorized to receive for the recipient please contact the sender or reply to Enron Corp at  and delete all copies of the message This eintended to be an offer or an acceptance and do not create or evidence a binding and enforceable contract between Enron Corp or any of its affiliates and the intended recipient or any other party and may not be relied on by anyone as the basis of a contract by estoppel or otherwise Thank you This message is for the named persons use only It may contain confidential proprietary or legally privileged information No confidentiality or privilege is waived or lost by any mistransmission If you receive this message in error please immediately delete it and all copies of it from your system destroy any hard copies of it and notify the sender You must not directly or indirectly use disclose distribute print or copy any part of this message if you are not the intended recipient CREDIT SUISSE GROUP and each of its subsidiaries each reserve the right to monitor all eviews expressed in this message are those of the individual sender except where the message states otherwise and the sender is authorised to state them to be the views of any such entity Unless otherwise stated any pricing information given in this message is indicative only is subject to change and does not constitute an offer to deal at any price quoted Any reference to the terms of executed transactions should be treated as preliminary only and subject to our formal written confirmation 
304006,Stuart Kays venting for the day Is it nitpicking to expect outside counsel to 1 make sure the option agreement is signed AND acknowledged 2 ascertain whether the thing has the dates filled in and 3 makes sure that the legal description is included Ok maybe Im whining but I think Mark should know that we are having problems Have you mentioned anything to him Kay PM  on 10112000 031718 PM Karen There are a few outstanding items missing on the Ledford and Fehr Option Agreements They are as follows Ledford Property 1 Steven and Lynn Ledfordss signatures were not acknowledged 2 Exhibit B Grant of Easement Legal Description was to be inserted Since it is our intention to have executed and record a Memorandum of Purchase Option and Grant of Easement shouldnt we obtain from the Ledfords i a legal description of the easement or ii a legal description of the parent tract for reference purposes or iii a property identification number of the parent tract at the very least to include in the Memorandum Fehr 1 No legal description Exhibit A was attached to the Fehr Option Do you have a copy of the legal description Please advise I look forward to hearing from you regarding the above Thank you Kathleen 713 345713 646 
430587,print Michele Nezi MarvinENRON COMMUNICATIONS 02072001 0434 PM Can you try to use your amazing persuasion skills on Mauricio Associate offer and came to sell weekend Hes trying to decide between us and ABN Amro also had a JP Morgan offer but decided not to take it His concern is the 10k differential on our signing bonus and 20k differential in the guaranteed year end bonus because he wants to pay down his loans He wants to see if there is anything that we can do He feels like Enron is the better long term choice but banking is a better short term choice Can you give him a call Michele Nezi Marvin Manager Enron Broadband Services 7138536848
222550, Vince I hope you do not mind that I contact you at work but in light of the situation with Enron I wanted to make you aware of a senior level Quantitative Analyst position that we currently have available If this position is of interest to you I welcome a call or email from you Best regards Melissa Melissa Gibbs Recruiting Specialist Reliant Energy Wholesale Group Office713EE 
201764,Adam Let me gather some information for you Vince Adam Brulinski 121499 0808 AM Szanowny Panie Chcielibysmy zaczac propagowac w Polsce idee handlu prawami do emisji zanieczyszczen Dlatego tez prosilbym o przeslanie najlepiej droga emailowa materialow dotyczacych tej koncepji merytoryczna Z powazaniem Adam Brulinski 
3147,I would like to participate in the Enron presentation at Vandy John Kristin GandyENRON 09112000 0930 AM Communications Jonathan DavisHOUECTECT Jian MiaoENRON_DEVELOPMENTENRON_DEVELOPMENT Ed WoodHOUECTECT Jun WangEnron CommunicationsEnron Communications Miguel VasquezHOUECTECT Lee JacksonHOUECTECT Amber HambyCorpEnronEnron Jay HawthornEnron CommunicationsEnron Communications Joe GordonCorpEnronEnron Susan EdisonEnron CommunicationsEnron Communications Vikas DwivediNAEnronEnron Mark CourtneyHOUECTECT Monica RodriguezEnron Communicationsenron communications ZipperCorpEnronEnron George McClellanHOUECTECT David OxleyHOUECTECT Hello Vandy Recruiting Team Well it is almost time for the corporate presentation on campus September 26th at 530pm and the MBA golf tournament September 30th at 12pm I need to know as soon as possible the members who are available to participate in either of these events We only need two participants for the golf tournament but we will need at least 6 to 8 members for the presentation Reserve your spot now before its too late Thank you and if you have any questions feel free to contact me at x 53214 Kristin Gandy Associate Recruiter 
7203,Whos the target audience and how is it being distributed Louise Kitchen 09142000 1150 AM ArnoldHOUECTECT Just wondering what you think of this 
338455,Kathy Please find the enclosed epe model for 012502 Regards Bert Meyers
217453,Vince According to Alex Li Xiao gave your email address to Alex Did Li Xiao talk to you first about Alex I dont know for certain Alex contacted you in March interviewed once but nothing came of it After Gary left Li Xiao suggested to Alex that he try again and the rest is history Grant Vince J Kaminski 02152000 0858 AM Grant Did Li Xiao refer Alex to us Vince 0857 AM Linda Vargo 02142000 0239 PM Can you advise as to whether or not Li Xiao referred Alex to you last summer I need to know this in order to process an employee referral under old plan for her PM Li XiaoENRON 02142000 1119 AM Hi Linda I wonder if you heard from Vince Kaminski regarding my referral for Alex Huang Thanks Li x39635 Linda VargoECT 01172000 0429 PM I am waiting for feedback from Vince Kaminsky As soon as I know something I will advise 
192898,The trades are all similar so here goes Fixed Price Payer Buyer Coral Energy Holding LP EnronOnline Deal 1150351 Morgan Stanley Capital Group Inc EnronOnline Deal 1150406 Morgan Stanley Capital Group Inc EnronOnline Deal 1150411 Morgan Stanley Capital Group Inc EnronOnline Deal 1150426 Floating Price PayerSeller Enron North America Corp Deal Date 42001 Effective Date 10101 Termination Date 103101 Notional Quantity 5000 MMBtu per day Fixed Price Last Day of NYMEX plus 03700 Floating Price The applicable Determination Period Bidweek Average Price in the row entitled Malin located in the California section of the table entitled Spot Gas Prices in the first issue of Natural Gas Intelligence Weekly Gas Price Index for the applicable Determination Period or simply stated NGI Commodity Natural Gas If I forgot something please let me know How is Karen Lambert by the way Has she been on vacation lately ATTACHMENT Attached is a list of four deals for some online oops trades Can you send me the deal particulars so I can prepare terminations of the trades Robert B CassENRONenronXgate 04252001 0950 AM W ATTACHMENT Tana This e Thanks Rob Hi Tana We need your assistance in preparing termination letters for the transactions listed on the attached spreadsheet and described as follows On Friday April 20 2001 four transactions occurred on EnronOnline that were in error One transaction was with Coral Energy Holding LP and three transactions were with Morgan Stanley Capital Group Inc As mutually agreed to by both the Enron commercial team and the respective counterparties it was decided that each of the four transactions would not be confirmed and should be terminated The exact specifics are detailed as follows  The transactions occurred due to an inadvertent entry in the actual production system of EnronOnline by a Product Control Group member Melba Lozano Melba activated a product assuming that she was in the EnronOnline test system of EnronOnline  The product transacted upon is normally managed by Frank Ermis However in his absence on Friday the product was managed by Matt Lenhart  Steve South trader on the West Desk called and notified both Morgan and Coral that the product had been posted in error All parties agreed that the transactions were not reflective of the normal pricing As a result they further agreed that transaction confirmations would not be necessary and that the deals would be killed on all sides For reference of any telephone tapes that may need to be pulled the conversations with the counterparties occurred around 200 pm  No confirmations were generated as a result of the killing of the transactions in TAGG  I spoke with Mike Grigsby on Monday April 23 2001 and advised him that termination letters may be required by Legal He responded that he had no problem with that Tana please advise if additional information is required to complete the termination letters or if another course of action is warranted Thank you Rob Cass x35491 
74089,Major Enron and Skilling stuff PM US Publishing on 09072000 090128 AM Please respond to  see attached file rt000907pdf Thank you Season Hawksley US Publishing 1  
32015,Save the date note would be great if you can do that White Cara on 02152001 103629 AM Sally was walking with another prego from the office Your payment offer is very generous Im sure we can work it out I have no problem putting it on my card for now We have the gotoo you come in next weekend maybe we can all look at the sample menus and get that decided as well Maybe we should send a little save the date note to the cousins to let them know I would be glad to do that Thanks for your input I bet I will talk with you later today on your special day         I think that this looks pretty good and dont know if we could better the  cost too much by looking around Cara would you like for me to hold the  reservation on my credit card Dont know how much baby stuff may be  hitting yours so I would be glad to do so   I am real comfortable with sharing the costs of this dinner but dont  necessarily feel that we have to split it in thirds This is a good year  for me to cover a large portion of the cost  anniversary party David and I were not in such good shape and I think  that Cindy and Richard covered a lot of the costs Things ebb and flow  2000 was a good year at Enron and this would be a good time for me to put  some of my reward to good use      Cindy White on 02142001 055620 PM         Ok I  would still say yes this  Will call the picture lady tomorrow and see what the price would be for  that  Sista Cindy           Hi sistas  Heres the scoop on the Josephine House   We can reserve with just a credit card no deposit required   Parties under 20 200 room fee 50 valet parking fee   I confirmed 17 with mom   Heidi sent some sample menus A 3 entree  dessert is 45  A 4 Each menu could include a choice of three or four options per course The  food sounds really good   So heres a guess at cost  17 people at 45  Beverages  Gratuity  Valet  Room rental  TOTAL 1408 or 469 per family if we divide it into  thirds   What do you guys think Should we explore other options  with  this I think Chris and I would be fine with this sort of cost  probably couldnt go crazy with gift and decorations too So if we  really  want to do the photos  consider other options Thoughts   Cara White  Community Development Coordinator  USTA Texas Section  1       
